"Pigs_FR";"Poultry_FR";"Ruminant_FR"
"1";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"2";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"3";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"4";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"5";0.771529608880832;0.228470382120019;8.9991484354068e-09
"6";0.920802187356612;0.0791978011718137;1.1471574396883e-08
"7";0.527155898421264;0.149204673570881;0.323639428007856
"8";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"9";5.47446075879936e-40;1;9.81558071131759e-55
"10";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"11";0.392267753371012;0.382257920927341;0.225474325701647
"12";0.999999997055008;7.04242312873085e-11;2.87456765009775e-09
"13";0.852038461379773;0.147961538620227;5.5903712940394e-17
"14";9.78629123727774e-09;1.62622147741487e-08;0.999999973951494
"15";0.852038461379773;0.147961538620227;5.5903712940394e-17
"16";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"17";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"18";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"19";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"20";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"21";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"22";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"23";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"24";0.392267753371012;0.382257920927341;0.225474325701647
"25";1.24869045875865e-14;9.49575685072169e-21;0.999999999999988
"26";0.852038461379773;0.147961538620227;5.5903712940394e-17
"27";0.95198370720062;0.0480162927993799;6.67142849363959e-17
"28";5.47446075879936e-40;1;9.81558071131759e-55
"29";0.999999997066217;2.42467002663986e-10;2.69131584192333e-09
